league,season,game,team,minute,score,player1,player2,event_type
ENG-Premier League,2122,2021-12-28 Southampton-Tottenham Hotspur,Tottenham Hotspur,69’,1:1,Harry Winks,,yellow_card
ENG-Premier League,2122,2021-12-28 Southampton-Tottenham Hotspur,Southampton,71’,1:1,Armando Broja,Shane Long,substitute_in
ENG-Premier League,2122,2021-12-28 Southampton-Tottenham Hotspur,Tottenham Hotspur,77’,1:1,Bryan Gil,Emerson,substitute_in
ENG-Premier League,2122,2021-12-28 Southampton-Tottenham Hotspur,Southampton,83’,1:1,Nathan Redmond,Adam Armstrong,substitute_in
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Watford,13’,0:0,Oghenekaro Etebo,,yellow_card
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Watford,53’,0:0,Cucho,Joshua King,substitute_in
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Wolverhampton Wanderers,63’,0:0,Hwang Hee-chan,Francisco Trincão,substitute_in
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Watford,67’,0:0,Danny Rose,,yellow_card
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Watford,68’,0:0,Emmanuel Dennis,,yellow_card
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Wolverhampton Wanderers,68’,0:0,Fernando Marçal,,yellow_card
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Wolverhampton Wanderers,74’,0:1,Francisco Sierralta,,own_goal
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Watford,77’,0:1,Ken Sema,Oghenekaro Etebo,substitute_in
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Wolverhampton Wanderers,81’,0:1,Daniel Podence,Adama Traoré,substitute_in
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Wolverhampton Wanderers,83’,0:2,Hwang Hee-chan,,goal
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Wolverhampton Wanderers,90+2’,0:2,Raúl Jiménez,,yellow_card
ENG-Premier League,2122,2021-09-11 Watford-Wolves,Wolverhampton Wanderers,90+5’,0:2,Max Kilman,,yellow_card
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Manchester United,10’,1:0,Jesse Lingard,Paul Pogba,substitute_in
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Liverpool,22’,2:0,Mohamed Salah,Sadio Mané,goal
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Manchester United,46’,2:0,Jadon Sancho,Phil Jones,substitute_in
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Liverpool,5’,1:0,Luis Díaz,Mohamed Salah,goal
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Liverpool,68’,3:0,Sadio Mané,Luis Díaz,goal
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Liverpool,70’,3:0,Diogo Jota,Luis Díaz,substitute_in
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Liverpool,80’,3:0,Naby Keïta,Thiago Alcántara,substitute_in
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Manchester United,84’,3:0,Hannibal Mejbri,Anthony Elanga,substitute_in
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Liverpool,85’,4:0,Mohamed Salah,Diogo Jota,goal
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Liverpool,86’,4:0,Naby Keïta,,yellow_card
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Liverpool,86’,4:0,James Milner,Fabinho,substitute_in
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Manchester United,88’,4:0,Hannibal Mejbri,,yellow_card
ENG-Premier League,2122,2022-04-19 Liverpool-Manchester Utd,Manchester United,89’,4:0,Bruno Fernandes,,yellow_card
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Everton,10’,1:0,Séamus Coleman,,goal
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Everton,23’,2:0,Michael Keane,Anthony Gordon,goal
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Leeds United,29’,2:0,Daniel James,,yellow_card
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Leeds United,46’,2:0,Adam Forshaw,Mateusz Klich,substitute_in
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Leeds United,46’,2:0,Tyler Roberts,Raphinha,substitute_in
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Everton,72’,2:0,Dele Alli,Dominic Calvert-Lewin,substitute_in
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Everton,74’,2:0,Alex Iwobi,,yellow_card
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Everton,78’,3:0,Anthony Gordon,Richarlison,goal
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Everton,81’,3:0,Anwar El Ghazi,Anthony Gordon,substitute_in
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Everton,86’,3:0,Salomón Rondón,Richarlison,substitute_in
ENG-Premier League,2122,2022-02-12 Everton-Leeds United,Leeds United,9’,0:0,Leo Fuhr Hjelde,Stuart Dallas,substitute_in
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Brighton & Hove Albion,26’,0:0,Enock Mwepu,,yellow_card
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Tottenham Hotspur,27’,0:0,Dejan Kulusevski,,yellow_card
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Tottenham Hotspur,34’,0:0,Rodrigo Bentancur,,yellow_card
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Brighton & Hove Albion,46’,0:0,Danny Welbeck,Enock Mwepu,substitute_in
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Brighton & Hove Albion,58’,0:0,Yves Bissouma,,yellow_card
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Tottenham Hotspur,64’,0:0,Lucas Moura,Dejan Kulusevski,substitute_in
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Tottenham Hotspur,72’,0:0,Harry Winks,Rodrigo Bentancur,substitute_in
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Brighton & Hove Albion,78’,0:0,Adam Lallana,Moisés Caicedo,substitute_in
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Brighton & Hove Albion,82’,0:0,Solly March,Tariq Lamptey,substitute_in
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Tottenham Hotspur,87’,0:0,Steven Bergwijn,Son Heung-min,substitute_in
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Tottenham Hotspur,90+4’,0:1,Emerson,,yellow_card
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Brighton & Hove Albion,90+5’,0:1,Lewis Dunk,,yellow_card
ENG-Premier League,2122,2022-04-16 Tottenham Hotspur-Brighton,Brighton & Hove Albion,90’,0:1,Leandro Trossard,,goal
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Leicester City,41’,1:0,Jamie Vardy,Ricardo Pereira,goal
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Wolverhampton Wanderers,59’,1:0,Fernando Marçal,,yellow_card
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Leicester City,62’,1:0,Boubakary Soumaré,James Maddison,substitute_in
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Leicester City,62’,1:0,Jannik Vestergaard,Ayoze Pérez,substitute_in
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Wolverhampton Wanderers,66’,1:0,Leander Dendoncker,João Moutinho,substitute_in
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Leicester City,72’,1:0,Kelechi Iheanacho,Harvey Barnes,substitute_in
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Wolverhampton Wanderers,76’,1:0,Ki-Jana Hoever,,yellow_card
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Wolverhampton Wanderers,86’,1:0,Morgan Gibbs-White,Francisco Trincão,substitute_in
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Leicester City,90+1’,1:0,Jamie Vardy,,yellow_card
ENG-Premier League,2122,2021-08-14 Leicester City-Wolves,Wolverhampton Wanderers,90+1’,1:0,Fábio Silva,Max Kilman,substitute_in
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Aston Villa,15’,0:0,Jacob Ramsey,,yellow_card
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Arsenal,30’,0:1,Bukayo Saka,,goal
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Aston Villa,33’,0:1,Tyrone Mings,,yellow_card
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Aston Villa,34’,0:1,John McGinn,,yellow_card
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Arsenal,45+1’,0:1,Granit Xhaka,,yellow_card
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Arsenal,57’,0:1,Cédric Soares,,yellow_card
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Arsenal,65’,0:1,Thomas Partey,,yellow_card
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Aston Villa,69’,0:1,Bertrand Traoré,Jacob Ramsey,substitute_in
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Aston Villa,69’,0:1,Leon Bailey,Emi Buendía,substitute_in
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Arsenal,69’,0:1,Nicolas Pépé,Bukayo Saka,substitute_in
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Arsenal,78’,0:1,Eddie Nketiah,Alexandre Lacazette,substitute_in
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Aston Villa,82’,0:1,Danny Ings,Ollie Watkins,substitute_in
ENG-Premier League,2122,2022-03-19 Aston Villa-Arsenal,Arsenal,86’,0:1,Rob Holding,Martin Ødegaard,substitute_in
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Chelsea,39’,0:0,Kai Havertz,,yellow_card
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Newcastle United,50’,0:0,Jacob Murphy,,yellow_card
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Chelsea,58’,0:0,Hakim Ziyech,,yellow_card
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Chelsea,63’,0:0,Romelu Lukaku,Timo Werner,substitute_in
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Chelsea,63’,0:0,Mateo Kovačić,Mason Mount,substitute_in
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Newcastle United,69’,0:0,Allan Saint-Maximin,Miguel Almirón,substitute_in
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Chelsea,78’,0:0,Christian Pulisic,Malang Sarr,substitute_in
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Newcastle United,80’,0:0,Bruno Guimarães,,yellow_card
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Chelsea,87’,0:0,Mateo Kovačić,,yellow_card
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Chelsea,89’,1:0,Kai Havertz,Jorginho,goal
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Chelsea,90+1’,1:0,Antonio Rüdiger,,yellow_card
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Newcastle United,90+1’,1:0,Dwight Gayle,Javier Manquillo,substitute_in
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Newcastle United,90+1’,1:0,Ryan Fraser,Jacob Murphy,substitute_in
ENG-Premier League,2122,2022-03-13 Chelsea-Newcastle United,Newcastle United,90+2’,1:0,Dwight Gayle,,yellow_card
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Brentford,12’,0:1,Charlie Goode,Mathias Jørgensen,substitute_in
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Brentford,28’,0:1,Charlie Goode,,yellow_card
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Norwich City,29’,0:2,Teemu Pukki,,penalty_goal
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Norwich City,32’,0:2,Mathias Normann,,yellow_card
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Brentford,46’,0:2,Saman Ghoddos,Vitaly Janelt,substitute_in
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Brentford,4’,0:0,Ivan Toney,,yellow_card
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Norwich City,52’,0:2,Andrew Omobamidele,,yellow_card
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Brentford,60’,1:2,Rico Henry,Saman Ghoddos,goal
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Brentford,69’,1:2,Marcus Forss,Rico Henry,substitute_in
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Norwich City,6’,0:1,Mathias Normann,,goal
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Norwich City,74’,1:2,Dimitris Giannoulis,Kieran Dowell,substitute_in
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Norwich City,78’,1:2,Josh Sargent,Teemu Pukki,substitute_in
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Norwich City,90+5’,1:2,Adam Idah,Milot Rashica,substitute_in
ENG-Premier League,2122,2021-11-06 Brentford-Norwich City,Norwich City,90’,1:2,Max Aarons,,yellow_card
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Arsenal,42’,1:0,Bukayo Saka,,yellow_card
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Crystal Palace,42’,1:0,James McArthur,,yellow_card
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Arsenal,46’,1:0,Albert Sambi Lokonga,Bukayo Saka,substitute_in
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Crystal Palace,50’,1:1,Christian Benteke,Jordan Ayew,goal
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Arsenal,67’,1:1,Alexandre Lacazette,Martin Ødegaard,substitute_in
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Crystal Palace,67’,1:1,Cheikhou Kouyaté,Luka Milivojević,substitute_in
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Crystal Palace,71’,1:1,Michael Olise,Jordan Ayew,substitute_in
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Crystal Palace,73’,1:2,Odsonne Édouard,Michael Olise,goal
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Arsenal,81’,1:2,Gabriel Martinelli,Thomas Partey,substitute_in
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Crystal Palace,82’,1:2,James Tomkins,Odsonne Édouard,substitute_in
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Arsenal,8’,1:0,Pierre-Emerick Aubameyang,,goal
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,Arsenal,90+5’,2:2,Alexandre Lacazette,,goal
ENG-Premier League,2122,2022-05-10 Aston Villa-Liverpool,Liverpool,30’,1:1,Jordan Henderson,Fabinho,substitute_in
ENG-Premier League,2122,2022-05-10 Aston Villa-Liverpool,Aston Villa,3’,1:0,Douglas Luiz,,goal
ENG-Premier League,2122,2022-05-10 Aston Villa-Liverpool,Aston Villa,62’,1:1,Carney Chukwuemeka,Marvelous Nakamba,substitute_in
ENG-Premier League,2122,2022-05-10 Aston Villa-Liverpool,Liverpool,62’,1:1,Thiago Alcántara,Curtis Jones,substitute_in
ENG-Premier League,2122,2022-05-10 Aston Villa-Liverpool,Liverpool,65’,1:2,Sadio Mané,Luis Díaz,goal
ENG-Premier League,2122,2022-05-10 Aston Villa-Liverpool,Liverpool,6’,1:1,Joël Matip,,goal
ENG-Premier League,2122,2022-05-10 Aston Villa-Liverpool,Aston Villa,70’,1:2,Emi Buendía,Philippe Coutinho,substitute_in
ENG-Premier League,2122,2022-05-10 Aston Villa-Liverpool,Liverpool,72’,1:2,Mohamed Salah,Luis Díaz,substitute_in
ENG-Premier League,2122,2022-05-10 Aston Villa-Liverpool,Aston Villa,81’,1:2,Bertrand Traoré,Ollie Watkins,substitute_in
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Newcastle United,12’,0:0,Jamaal Lascelles,,yellow_card
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Brighton & Hove Albion,24’,1:0,Leandro Trossard,,penalty_goal
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Brighton & Hove Albion,46’,1:0,Alexis Mac Allister,Enock Mwepu,substitute_in
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Newcastle United,60’,1:0,Jacob Murphy,,yellow_card
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Brighton & Hove Albion,65’,1:0,Neal Maupay,Solly March,substitute_in
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Newcastle United,66’,1:1,Isaac Hayden,Ciaran Clark,goal
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Newcastle United,69’,1:1,Jonjo Shelvey,,yellow_card
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Newcastle United,73’,1:1,Callum Wilson,,yellow_card
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Newcastle United,74’,1:1,Joelinton,Miguel Almirón,substitute_in
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Brighton & Hove Albion,75’,1:1,Adam Lallana,,yellow_card
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Brighton & Hove Albion,75’,1:1,Adam Webster,Tariq Lamptey,substitute_in
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Brighton & Hove Albion,84’,1:1,Neal Maupay,,yellow_card
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Brighton & Hove Albion,84’,1:1,Yves Bissouma,,yellow_card
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Brighton & Hove Albion,90+2’,1:1,Robert Sánchez,,red_card
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle United,Newcastle United,90+4’,1:1,Dwight Gayle,Emil Krafth,substitute_in
ENG-Premier League,2122,2021-12-11 Norwich City-Manchester Utd,Norwich City,21’,0:0,Jakob Sørensen,Grant Hanley,substitute_in
ENG-Premier League,2122,2021-12-11 Norwich City-Manchester Utd,Manchester United,67’,0:0,Mason Greenwood,Jadon Sancho,substitute_in
ENG-Premier League,2122,2021-12-11 Norwich City-Manchester Utd,Norwich City,70’,0:0,Todd Cantwell,Przemysław Płacheta,substitute_in
ENG-Premier League,2122,2021-12-11 Norwich City-Manchester Utd,Manchester United,74’,0:0,Eric Bailly,Victor Lindelöf,substitute_in
ENG-Premier League,2122,2021-12-11 Norwich City-Manchester Utd,Manchester United,75’,0:1,Cristiano Ronaldo,,penalty_goal
ENG-Premier League,2122,2021-12-11 Norwich City-Manchester Utd,Norwich City,76’,0:1,Pierre Lees-Melou,Lukas Rupp,substitute_in
ENG-Premier League,2122,2021-12-11 Norwich City-Manchester Utd,Manchester United,77’,0:1,Diogo Dalot,,yellow_card
ENG-Premier League,2122,2021-12-11 Norwich City-Manchester Utd,Manchester United,88’,0:1,Donny van de Beek,Bruno Fernandes,substitute_in
ENG-Premier League,2122,2021-12-11 Norwich City-Manchester Utd,Norwich City,90+4’,0:1,Pierre Lees-Melou,,yellow_card
ENG-Premier League,2122,2021-12-04 Newcastle United-Burnley,Burnley,32’,0:0,Matěj Vydra,Maxwel Cornet,substitute_in
ENG-Premier League,2122,2021-12-04 Newcastle United-Burnley,Newcastle United,40’,1:0,Callum Wilson,Fabian Schär,goal
ENG-Premier League,2122,2021-12-04 Newcastle United-Burnley,Burnley,75’,1:0,Nathan Collins,,yellow_card
ENG-Premier League,2122,2021-12-04 Newcastle United-Burnley,Burnley,75’,1:0,Connor Roberts,Matthew Lowton,substitute_in
ENG-Premier League,2122,2021-12-04 Newcastle United-Burnley,Burnley,80’,1:0,Jay Rodriguez,Jóhann Berg Guðmundsson,substitute_in
ENG-Premier League,2122,2021-12-04 Newcastle United-Burnley,Newcastle United,85’,1:0,Federico Fernández,Miguel Almirón,substitute_in
ENG-Premier League,2122,2021-12-04 Newcastle United-Burnley,Newcastle United,87’,1:0,Javier Manquillo,,yellow_card
ENG-Premier League,2122,2021-12-04 Newcastle United-Burnley,Newcastle United,90+1’,1:0,Jacob Murphy,Allan Saint-Maximin,substitute_in
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Watford,16’,0:0,Hassane Kamara,,yellow_card
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Crystal Palace,31’,1:0,Wilfried Zaha,,penalty_goal
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Watford,52’,1:0,Ken Sema,Tom Cleverley,substitute_in
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Crystal Palace,63’,1:0,Jeffrey Schlupp,Conor Gallagher,substitute_in
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Crystal Palace,64’,1:0,Will Hughes,,yellow_card
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Watford,69’,1:0,Hassane Kamara,,yellow_red_card
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Crystal Palace,73’,1:0,Tyrick Mitchell,Marc Guéhi,substitute_in
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Watford,73’,1:0,Adam Masina,Emmanuel Dennis,substitute_in
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Watford,78’,1:0,William Troost-Ekong,Samir Santos,substitute_in
ENG-Premier League,2122,2022-05-07 Crystal Palace-Watford,Crystal Palace,83’,1:0,Jean-Philippe Mateta,Wilfried Zaha,substitute_in
